File,Bo_d,Boost_d,Boost_r,Cgal_intersector_ud,Cgal_arrangement_ud,Cgal_intersector_ur,Cgal_arrangement_ur,Cgal_pairwise_ud,Cgal_pairwise_ur,Geo_d,Ogdf_ud,Sweeper
./tests/2000000-106391-2000000-1458868-128881_star_intersections_7_s_2000.csv,Error,10490,51342,35223,36806,24587,25841,54121,24807,Error,50,Error
./tests/1849274-1849274-1849274-1849274-1849274_clustered_xxxxxl_1.csv,Error,41540,210919,99796,106934,91195,95177,37129,43287,0,2573,Error
./tests/2846973-2846973-2846973-2846973-2846973_random_s_5000.csv,Error,54819,248220,157106,170463,144066,147003,58224,66364,0,3939,Error
./tests/1665-1665-1665-1665-1665_rounding_s_3000.csv,Error,28204,133438,122,147,72,93,4633,6020,0,71,Error
./tests/1-1-1-1-1_multi_axis_3.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/469702-469702-469702-469702-469702_random_l_2000.csv,Error,8753,37733,23325,26049,21162,22325,8565,9246,0,526,Error
./tests/1853540-6861-1999000-1001-1001_star_intersections_4_s_2000.csv,Error,12509,63655,2261,2313,1615,1632,6283,5518,0,7,Error
./tests/981917-981580-981917-981580-981580_star_intersections_6_s_2000.csv,Error,10486,48257,42981,49369,27455,32830,16949,14901,Error,1201,Error
./tests/8000000-299967-8000000-5838013-358626_star_intersections_7_m_4000.csv,Error,41920,199693,144670,152398,102879,103571,223517,102782,Error,Error,Error
./tests/4500000-228550-4500000-3375065-289468_star_intersections_8_l_3000.csv,Error,23600,108680,80744,84928,56077,57782,122231,54863,Error,111,Error
./tests/6349478-6349478-6349478-6349478-6349478_star_intersections_6_l_5000.csv,Error,66159,312705,312883,355303,240368,265018,113215,103421,0,9992,Error
./tests/0-0-0-0-0_length_0_1.csv,Error,0,0,Error,Error,Error,Error,0,0,0,0,Error
./tests/2222-2222-2222-2222-2222_rounding_m_4000.csv,Error,50148,238260,167,202,100,131,8214,11216,0,119,Error
./tests/14849-14849-14849-14849-14849_clustered_m_10.csv,Error,1748,7093,738,820,644,715,722,978,0,16,Error
./tests/7428740-18900-7998000-2001-2001_star_intersections_4_m_4000.csv,Error,50067,246193,8857,9102,6407,6452,25159,22056,0,17,Error
./tests/28-5-28-5-5_star_intersections_3.csv,Error,0,0,1,0,0,0,0,0,0,0,Error
./tests/2222-2222-2222-2222-2222_rounding_l_4000.csv,Error,50220,235136,166,203,96,126,8216,10235,0,111,Error
./tests/0-0-0-0-0_parallel_and_collinear_2.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/120169-120169-120169-120169-120169_random_l_1000.csv,Error,2216,9507,5835,6400,5130,5537,2040,2224,0,115,Error
./tests/472623-2876-499500-501-501_star_intersections_4_l_1000.csv,Error,3136,15211,575,593,405,410,1559,1335,0,3,Error
./tests/2891750-2891750-2891750-2891750-2891750_random_l_5000.csv,Error,54909,235828,150536,164140,138621,144442,59281,62365,0,4140,Error
./tests/2250-2241-2250-2241-2241_star_intersections_9_4500.csv,Error,30026,111427,259,285,189,203,20494,30660,0,195,Error
./tests/2262532-2261787-2262532-2261787-2261787_star_intersections_6_s_3000.csv,Error,23743,109844,102216,117484,64165,77253,42308,35372,Error,2943,Error
./tests/8000000-350292-8000000-5999154-429994_star_intersections_8_s_4000.csv,Error,41961,205073,152320,153708,105678,107914,231506,110470,Error,158,Error
./tests/23790-23790-23790-23790-23790_clustered_m_5.csv,Error,1911,8218,1167,1293,1026,1132,823,1095,0,23,Error
./tests/323970-323970-323970-323970-323970_clustered_xxxxxl_10.csv,Error,28378,116153,16879,18078,15049,15824,13856,18624,0,403,Error
./tests/3000-2988-3000-2988-2988_star_intersections_9_6000.csv,Error,53358,198130,356,384,255,275,36442,54591,0,349,Error
./tests/2985982-2985982-2985982-2985982-2985982_random_m_5000.csv,Error,55247,245301,164732,175219,152327,154183,61126,68784,0,4053,Error
./tests/0-0-0-0-0_parallel_and_collinear_1.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/4173105-12497-4498500-1501-1501_star_intersections_4_s_3000.csv,Error,28143,141411,5026,5143,3608,3650,14138,12418,0,12,Error
./tests/2000-1982-2000-1980-1980_star_intersections_9_4000.csv,Error,23721,88121,230,249,164,179,16179,24283,0,159,Error
./tests/9000-8966-9000-8973-8961_star_intersections_10_3000.csv,Error,13365,49657,460,519,312,353,9195,13715,0,201,Error
./tests/4-3-4-3-3_parallel_and_collinear_8.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/21000-20986-21000-20987-20984_star_intersections_10_7000.csv,Error,72663,270375,1118,1253,741,853,49773,75037,0,1077,Error
./tests/764463-764463-764463-764463-764463_clustered_xxxxxxxl_5.csv,Error,47128,201901,39723,42716,35613,37347,24792,31235,0,955,Error
./tests/7500-7440-7500-7458-7444_star_intersections_10_2500.csv,Error,9294,34567,384,428,255,292,6374,9555,0,139,Error
./tests/11589358-26666-12497500-2501-2501_star_intersections_4_s_5000.csv,Error,78234,391387,13841,14196,9953,10114,39406,34442,0,21,Error
./tests/1895903-1895903-1895903-1895903-1895903_random_s_4000.csv,Error,35213,159905,102492,111207,95032,99518,37856,43717,0,2598,Error
./tests/6243920-6237301-6243920-6237300-6237300_star_intersections_6_s_5000.csv,Error,65755,302789,284931,330763,180394,228807,134652,102214,Error,9880,Error
./tests/3940075-3938530-3940075-3938529-3938529_star_intersections_6_s_4000.csv,Error,41966,193485,179309,208411,114649,138618,79370,63219,Error,5381,Error
./tests/0-0-0-0-0_parallel_and_collinear_6.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/1-1-1-1-1_accuracy_1.csv,Error,0,0,0,0,0,0,0,0,0,Error,Error
./tests/92660-92660-92660-92660-92660_clustered_xl_5.csv,Error,7242,30295,4584,5016,4046,4386,3349,4374,0,97,Error
./tests/1000-995-1000-995-995_star_intersections_9_2000.csv,Error,5927,22005,108,117,79,85,4043,6077,0,43,Error
./tests/1-1-1-1-1_parallel_and_collinear_10.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/500000-37686-500000-366115-45138_star_intersections_7_m_1000.csv,Error,2614,12497,8549,8943,5798,6177,12294,5572,Error,Error,Error
./tests/2294655-2294655-2294655-2294655-2294655_star_intersections_6_m_3000.csv,Error,23887,110831,100748,115444,67992,78702,38353,35047,0,3026,Error
./tests/2775-2775-2775-2775-2775_rounding_s_5000.csv,Error,78485,371943,212,265,122,170,12887,16749,0,180,Error
./tests/556-556-556-556-556_rounding_l_1000.csv,Error,3137,15728,38,45,22,27,518,649,0,10,Error
./tests/0-0-0-0-0_parallel_and_collinear_7.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/1500-1495-1500-1495-1495_star_intersections_9_3000.csv,Error,13319,49627,168,182,121,129,9096,13616,0,97,Error
./tests/117662-117662-117662-117662-117662_clustered_m_1.csv,Error,2587,13139,5888,6386,5270,5601,1983,2467,0,113,Error
./tests/2000000-106098-2000000-1461149-126885_star_intersections_7_m_2000.csv,Error,10473,50000,35253,36116,24316,25419,52442,23843,Error,Error,Error
./tests/7416835-19021-7998000-2001-2001_star_intersections_4_s_4000.csv,Error,50048,251235,8865,9086,6380,6471,25109,22150,0,17,Error
./tests/2-2-2-2-2_parallel_and_collinear_17.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/3-2-3-3-2_star_intersections_2.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/116711-116711-116711-116711-116711_random_m_1000.csv,Error,2189,9769,5864,6408,5288,5668,1987,2411,0,116,Error
./tests/6000-5866-6000-5935-5880_star_intersections_10_2000.csv,Error,5958,22095,302,336,201,234,4099,6100,0,79,Error
./tests/1041752-1041752-1041752-1041752-1041752_random_m_3000.csv,Error,19892,89096,54862,58801,50554,52131,20133,23225,0,1270,Error
./tests/2000000-124691-2000000-1500025-152931_star_intersections_8_s_2000.csv,Error,10494,51386,36365,37785,25572,26609,54721,26113,Error,56,Error
./tests/500000-38170-500000-365802-47236_star_intersections_7_l_1000.csv,Error,2608,12068,8167,8728,5500,5966,11997,5368,Error,19,Error
./tests/115125-115125-115125-115125-115125_random_s_1000.csv,Error,2204,9987,5827,6352,5239,5623,1967,2406,0,120,Error
./tests/2839965-2839965-2839965-2839965-2839965_clustered_xxxxxxxl_1.csv,Error,61313,301540,155481,166640,141850,144961,58604,67893,0,3976,Error
./tests/300947-300947-300947-300947-300947_clustered_xxxl_5.csv,Error,17563,77052,15482,16724,13790,14653,9482,12173,0,393,Error
./tests/750-742-750-742-742_star_intersections_9_1500.csv,Error,3325,12410,79,86,56,61,2277,3412,0,26,Error
./tests/1111-1111-1111-1111-1111_rounding_l_2000.csv,Error,12544,58982,80,96,46,59,2051,2557,0,33,Error
./tests/4500000-224885-4500000-3375132-275762_star_intersections_8_m_3000.csv,Error,23566,112595,82559,85993,58466,60060,126938,58968,Error,95,Error
./tests/2-2-2-2-2_parallel_and_collinear_4.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/8000000-302557-8000000-5837259-372742_star_intersections_7_l_4000.csv,Error,41939,193093,140030,146195,97417,102380,218160,94546,Error,122,Error
./tests/1111-1111-1111-1111-1111_rounding_m_2000.csv,Error,12531,59359,80,95,48,60,2060,2857,0,33,Error
./tests/2000000-124514-2000000-1500140-157725_star_intersections_8_l_2000.csv,Error,10485,48516,35105,36842,24271,25023,51697,23715,Error,58,Error
./tests/1017289-1017289-1017289-1017289-1017289_clustered_xxxl_1.csv,Error,23166,116883,53465,57213,48776,50195,19842,23302,0,1260,Error
./tests/1009947-1009947-1009947-1009947-1009947_star_intersections_6_l_2000.csv,Error,10568,50070,46980,52183,35255,38719,16070,15116,0,1239,Error
./tests/555-555-555-555-555_rounding_s_1000.csv,Error,3126,14846,39,45,23,28,517,669,0,10,Error
./tests/1750-1743-1750-1743-1743_star_intersections_9_3500.csv,Error,18161,70359,198,215,145,153,12397,18580,0,130,Error
./tests/250-248-250-248-248_star_intersections_9_500.csv,Error,369,1380,23,26,17,18,253,379,0,3,Error
./tests/13500-13464-13500-13466-13464_star_intersections_10_4500.csv,Error,30043,116809,706,792,469,536,20607,30780,0,404,Error
./tests/2-2-2-2-2_parallel_and_collinear_5.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/1841642-1841642-1841642-1841642-1841642_random_m_4000.csv,Error,35279,157319,98867,104316,91205,93345,36877,42216,0,2307,Error
./tests/10500-10466-10500-10474-10467_star_intersections_10_3500.csv,Error,18206,67771,541,612,359,413,12474,18606,0,278,Error
./tests/555-555-555-555-555_rounding_m_1000.csv,Error,3131,14925,39,45,23,28,517,673,0,10,Error
./tests/2000000-107339-2000000-1461550-132721_star_intersections_7_l_2000.csv,Error,10481,48310,33794,35561,23208,24479,50840,22347,Error,46,Error
./tests/255428-255370-255428-255370-255370_star_intersections_6_s_1000.csv,Error,2649,12354,10830,12342,6725,7931,3630,3343,0,264,Error
./tests/84947-84947-84947-84947-84947_clustered_xl_10.csv,Error,7372,31172,4203,4683,3783,4059,3240,4251,0,89,Error
./tests/248267-248267-248267-248267-248267_star_intersections_6_l_1000.csv,Error,2623,12446,10958,12579,8126,9135,3588,3438,0,258,Error
./tests/16500-16416-16500-16460-16426_star_intersections_10_5500.csv,Error,44904,165828,872,984,579,667,30712,46041,0,696,Error
./tests/3-2-3-2-2_multi_axis_5.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/1884847-1884847-1884847-1884847-1884847_random_l_4000.csv,Error,34905,149347,98882,105818,89480,95209,38014,39526,0,2490,Error
./tests/2220-2220-2220-2220-2220_rounding_s_4000.csv,Error,50165,237791,166,204,98,129,8227,10708,0,111,Error
./tests/462787-2460-499500-501-501_star_intersections_4_s_1000.csv,Error,3146,15708,580,595,414,419,1568,1376,0,3,Error
./tests/11822199-27676-12497500-2501-2501_star_intersections_4_l_5000.csv,Error,78281,380234,13869,14188,9808,9978,39338,33736,0,21,Error
./tests/2-2-2-2-2_parallel_and_collinear_3.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/6251163-6251163-6251163-6251163-6251163_star_intersections_6_m_5000.csv,Error,65759,304402,284358,335326,192384,226937,112386,102168,0,10230,Error
./tests/1005993-1005993-1005993-1005993-1005993_star_intersections_6_m_2000.csv,Error,10547,48903,44118,50648,29869,34932,16245,14933,0,1168,Error
./tests/4178686-12323-4498500-1501-1501_star_intersections_4_m_3000.csv,Error,28118,138633,5022,5147,3598,3655,14132,12391,0,12,Error
./tests/0-0-0-0-0_multi_axis_1.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/139488-139488-139488-139488-139488_clustered_xxxl_10.csv,Error,16115,66652,7096,7728,6304,6766,6947,9320,0,186,Error
./tests/1-1-1-1-1_length_0_4.csv,Error,0,0,Error,Error,Error,Error,0,0,0,0,Error
./tests/0-0-0-0-0_parallel_and_collinear_20.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/8000000-343871-8000000-5999614-418435_star_intersections_8_m_4000.csv,Error,41920,200311,150944,152907,106498,107077,231738,110247,Error,Error,Error
./tests/3983232-3983232-3983232-3983232-3983232_star_intersections_6_m_4000.csv,Error,42074,193459,180999,210382,123241,147051,70385,64018,0,5804,Error
./tests/3996408-3996408-3996408-3996408-3996408_star_intersections_6_l_4000.csv,Error,42085,199890,194024,219282,149993,163927,70231,65172,0,5475,Error
./tests/4256775-13230-4498500-1501-1501_star_intersections_4_l_3000.csv,Error,28116,137150,5026,5134,3541,3614,14099,12132,0,12,Error
./tests/3250-3242-3250-3242-3242_star_intersections_9_6500.csv,Error,62677,231644,387,419,277,304,42792,64570,0,426,Error
./tests/461035-461035-461035-461035-461035_random_m_2000.csv,Error,8802,39151,23780,25507,21608,22748,8531,10022,0,504,Error
./tests/0-0-0-0-0_multi_axis_2.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/19500-19459-19500-19461-19461_star_intersections_10_6500.csv,Error,62771,231840,1037,1168,693,798,42900,64301,0,1000,Error
./tests/0-0-0-0-0_accuracy_2.csv,Error,0,0,0,0,0,0,0,0,0,Error,Error
./tests/1110-1110-1110-1110-1110_rounding_s_2000.csv,Error,12553,59500,80,95,47,60,2061,2679,0,32,Error
./tests/4500000-228417-4500000-3375243-282040_star_intersections_8_s_3000.csv,Error,23599,115918,83818,87240,59323,60217,126342,59276,Error,97,Error
./tests/15000-14893-15000-14954-14910_star_intersections_10_5000.csv,Error,37109,137087,778,874,524,600,25360,38070,0,512,Error
./tests/1084203-1084203-1084203-1084203-1084203_random_s_3000.csv,Error,19798,89840,57618,61429,51747,54371,20668,23757,0,1336,Error
./tests/3000-2977-3000-2986-2976_star_intersections_10_1000.csv,Error,1483,5530,146,164,98,112,1021,1528,0,24,Error
./tests/2000000-122072-2000000-1500272-148870_star_intersections_8_m_2000.csv,Error,10491,50220,36069,37232,25311,26096,53404,24881,Error,Error,Error
./tests/1667-1667-1667-1667-1667_rounding_m_3000.csv,Error,28211,134390,122,147,73,93,4629,6024,0,71,Error
./tests/1-1-1-1-1_multi_axis_8.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/3-2-3-2-2_parallel_and_collinear_11.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/1667-1667-1667-1667-1667_rounding_l_3000.csv,Error,28221,133536,123,147,69,91,4632,5752,0,71,Error
./tests/500000-43666-500000-375206-53797_star_intersections_8_s_1000.csv,Error,2614,12863,8737,9166,6062,6507,12691,6107,Error,20,Error
./tests/1-1-1-1-1_length_0_2.csv,Error,0,0,Error,Error,Error,Error,0,0,0,0,Error
./tests/1-1-1-1-1_length_0_3.csv,Error,0,0,Error,Error,Error,Error,0,0,0,0,Error
./tests/1250-1244-1250-1244-1244_star_intersections_9_2500.csv,Error,9268,34260,138,149,99,107,6338,9482,0,71,Error
./tests/2500-2493-2500-2494-2493_star_intersections_9_5000.csv,Error,37071,136799,289,317,208,231,25291,37939,0,275,Error
./tests/3500-3493-3500-3494-3493_star_intersections_9_7000.csv,Error,72570,270870,420,462,300,329,49569,75035,0,506,Error
./tests/484915-484915-484915-484915-484915_clustered_xxxxxl_5.csv,Error,31583,138959,24606,26509,22064,23370,15659,19881,0,637,Error
./tests/1-1-1-1-1_parallel_and_collinear_9.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/2778-2778-2778-2778-2778_rounding_l_5000.csv,Error,78328,367904,209,261,119,164,12836,16056,0,179,Error
./tests/2778-2778-2778-2778-2778_rounding_m_5000.csv,Error,78314,371202,210,265,124,170,12862,19885,0,161,Error
./tests/464459-464459-464459-464459-464459_clustered_xl_1.csv,Error,9601,46582,23989,25879,21575,22694,8636,10216,0,518,Error
./tests/3-2-3-2-2_star_intersections_1.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/4500000-195758-4500000-3326458-238153_star_intersections_7_s_3000.csv,Error,23596,116368,80830,83445,56110,57943,124825,57295,Error,83,Error
./tests/2214179-2214179-2214179-2214179-2214179_star_intersections_6_l_3000.csv,Error,23505,110736,106130,116714,79626,86592,37561,35361,0,2910,Error
./tests/0-0-0-0-0_accuracy_4.csv,Error,0,0,0,0,0,0,0,0,0,Error,Error
./tests/0-0-0-0-0_parallel_and_collinear_19.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/500-494-500-494-494_star_intersections_9_1000.csv,Error,1482,5502,51,55,36,39,1012,1515,0,12,Error
./tests/0-0-0-0-0_parallel_and_collinear_18.csv,Error,0,0,0,0,0,0,0,0,0,0,Error
./tests/458125-458125-458125-458125-458125_clustered_xxxxxxxl_10.csv,Error,44614,184953,23944,25675,21401,22500,21288,28076,0,690,Error
./tests/1-1-2-2-2_accuracy_6.csv,Error,0,0,0,0,0,0,0,0,0,Error,Error
./tests/2750-2736-2750-2738-2737_star_intersections_9_5500.csv,Error,44798,166109,325,353,231,251,30551,46224,0,313,Error
./tests/250470-250470-250470-250470-250470_star_intersections_6_m_1000.csv,Error,2629,12151,10737,12261,7063,8320,3637,3438,0,268,Error
./tests/18000-17979-18000-17982-17979_star_intersections_10_6000.csv,Error,53403,198333,949,1067,636,733,36527,54924,0,896,Error
./tests/4500000-197926-4500000-3325808-248674_star_intersections_7_l_3000.csv,Error,23594,109038,78960,82027,53850,56503,119340,52501,Error,89,Error
./tests/8000000-299707-8000000-5833825-362645_star_intersections_7_s_4000.csv,Error,41929,206036,145123,150112,103002,104983,226025,103928,Error,119,Error
./tests/4500000-196292-4500000-3323410-236614_star_intersections_7_m_3000.csv,Error,23578,112328,81317,83947,57309,58983,120121,52806,Error,75,Error
